0 0 1 1 0
1 0.0300419 1.01866 0.998542 1.04013
2 0.0600448 0.117759 0.99682 0.996665
3 0.0897043 0.0966727 0.99454 1.03693
4 0.119485 0.129554 0.992185 1.01679
5 0.149263 0.255827 0.989634 1.13749
6 0.178997 0.25796 0.986851 1.26013
7 0.20862 0.196319 0.983777 1.19499
8 0.238158 0.230278 0.980448 1.3634
9 0.267644 0.31534 0.976907 1.31352
10 0.297046 0.327991 0.973128 1.05166
11 0.326306 0.257902 0.969061 1.14942
12 0.355439 0.444874 0.964732 1.27912
13 0.384463 0.448608 0.960168 1.34196
14 0.413367 0.410853 0.955366 1.5354
15 0.442083 0.437675 0.950268 1.23769
16 0.470556 0.468213 0.944829 1.05735
17 0.498775 0.487906 0.939051 0.765943
18 0.526837 0.574242 0.933044 0.788718
19 0.55468 0.552319 0.926754 0.90986
20 0.582347 0.592501 0.920236 0.786603
21 0.610025 0.563811 0.913685 0.750892
22 0.637369 0.689799 0.906758 0.846858
23 0.664461 0.632176 0.899551 0.882683
24 0.691239 0.59947 0.892013 0.901292
25 0.718036 0.652654 0.88449 1.01102
26 0.744494 0.753027 0.876624 1.13875
27 0.77079 0.73188 0.868606 0.858482
28 0.796692 0.794541 0.860211 0.472696
29 0.822531 0.814304 0.851783 0.429922
30 0.848045 0.778541 0.843062 0.117014
31 0.873508 0.896376 0.834337 0.0173769
32 0.89855 0.856386 0.825235 0.142955
33 0.923317 0.98193 0.81592 0.21756
34 0.947832 0.922087 0.806424 0.438456
35 0.97199 0.913515 0.796649 0.45023
36 0.995812 1.03487 0.786629 0.328164
37 1.01951 1.05417 0.776586 0.760659
38 1.04266 1.10396 0.766093 0.740499
39 1.06561 1.0278 0.755527 0.90835
40 1.08832 1.07917 0.744848 0.612404
41 1.11074 1.06275 0.734019 0.334534
42 1.13298 1.10603 0.723135 0.261872
43 1.15474 1.19701 0.711925 0.0456064
44 1.17615 1.12449 0.700513 0.0220809
45 1.19698 1.15929 0.688694 -0.0578275
46 1.21752 1.18584 0.676765 0.0312597
47 1.23797 1.17208 0.664941 0.115644
48 1.25806 1.20634 0.652939 0.285764
49 1.27753 1.20977 0.640517 0.328172
50 1.29665 1.29987 0.627965 0.684254
51 1.31526 1.23408 0.615128 0.609939
52 1.33365 1.33972 0.602304 1.275
53 1.35189 1.39825 0.589568 1.54728
54 1.36949 1.37571 0.576427 1.46478
55 1.38684 1.39196 0.563296 1.55962
56 1.40376 1.38253 0.549994 1.47118
57 1.42031 1.46552 0.536583 1.08814
58 1.43651 1.52768 0.523096 1.32577
59 1.45217 1.46967 0.509353 1.08982
60 1.46743 1.50233 0.495495 0.955456
61 1.48234 1.46952 0.481596 0.983792
62 1.49682 1.4284 0.467558 0.690998
63 1.51081 1.47639 0.45335 0.720841
64 1.52452 1.53432 0.439184 1.09641
65 1.53774 1.59792 0.424846 0.964404
66 1.55049 1.58906 0.410379 0.784172
67 1.56279 1.56563 0.395789 1.1869
68 1.57478 1.58708 0.381252 0.936215
69 1.58617 1.59 0.366462 1.0906
70 1.59737 1.64539 0.351836 1.13673
71 1.60796 1.65479 0.336974 1.08671
72 1.61815 1.62336 0.32207 0.819037
73 1.62787 1.7207 0.307082 0.912001
74 1.6371 1.79382 0.291992 0.833831
75 1.64599 1.64971 0.276951 0.791523
76 1.65422 1.64065 0.261643 0.557087
77 1.66193 1.73818 0.246222 0.714867
78 1.66939 1.66926 0.230966 0.598982
79 1.67629 1.69296 0.215574 0.286553
80 1.68284 1.62851 0.200244 0.198947
81 1.68901 1.69761 0.184958 0.310734
82 1.69463 1.66373 0.169549 0.0368608
83 1.69985 1.69289 0.154182 -0.00493168
84 1.70428 1.74989 0.138455 0.217221
85 1.70855 1.66819 0.123029 -0.118609
86 1.71226 1.69253 0.107484 -0.0609146
87 1.71555 1.70427 0.0919726 -0.130159
88 1.71823 1.68289 0.0763145 -0.507131
89 1.72046 1.69395 0.0606847 -0.546533
90 1.72242 1.71665 0.0452451 -0.533173
91 1.72375 1.73773 0.0296519 -0.687294
92 1.72462 1.7226 0.0140687 -0.626268
93 1.72494 1.79346 -0.00157134 -0.802585
94 1.72499 1.62875 -0.0170008 -1.19424
95 1.72451 1.64698 -0.0324735 -1.2454
96 1.72356 1.75652 -0.047917 -1.21599
97 1.72227 1.70421 -0.0632055 -1.22472
98 1.7203 1.70145 -0.0786932 -1.3409
99 1.71784 1.68195 -0.0941536 -1.46884
100 1.71499 1.67466 -0.109498 -1.28762
101 1.71161 1.666 -0.124865 -0.84891
102 1.70781 1.66032 -0.140137 -0.770229
103 1.70346 1.72099 -0.155441 -1.2872
104 1.69883 1.74382 -0.170503 -1.50131
105 1.6938 1.62534 -0.185456 -1.29058
106 1.68834 1.5799 -0.200318 -1.04525
107 1.68232 1.71632 -0.215219 -1.11209
108 1.67579 1.64443 -0.230115 -1.50054
109 1.66869 1.67104 -0.245048 -1.01691
110 1.66131 1.57093 -0.259727 -1.47478
111 1.65363 1.63319 -0.274173 -1.30564
112 1.64551 1.57619 -0.28854 -1.50412
113 1.63686 1.52317 -0.302909 -1.62285
114 1.6278 1.62729 -0.317162 -1.64633
115 1.61838 1.54469 -0.331238 -1.60737
116 1.60845 1.45688 -0.345303 -1.98577
117 1.59812 1.50124 -0.359228 -1.76307
118 1.58736 1.44476 -0.373058 -2.01176
119 1.57612 1.47704 -0.386834 -2.26503
120 1.56441 1.53555 -0.400548 -1.77799
121 1.55244 1.48332 -0.413974 -1.34943
122 1.53994 1.4776 -0.42741 -1.32761
123 1.52707 1.43558 -0.440679 -1.7734
124 1.51377 1.50929 -0.453835 -1.27867
125 1.50009 1.47706 -0.466847 -0.8471
126 1.48623 1.46601 -0.479498 -0.656988
127 1.47183 1.51621 -0.492175 -0.744121
128 1.45695 1.55227 -0.504795 -0.726387
129 1.44189 1.47772 -0.517066 -1.07104
130 1.42655 1.41105 -0.529095 -1.02541
131 1.41068 1.34956 -0.541142 -0.949628
132 1.39448 1.35417 -0.552993 -0.693126
133 1.37789 1.32076 -0.564711 -0.305105
134 1.36096 1.40723 -0.57625 0.240308
135 1.34363 1.35973 -0.587679 -0.000825115
136 1.32601 1.3659 -0.598878 0.0564804
137 1.30814 1.33796 -0.609821 -0.476005
138 1.2899 1.25411 -0.620625 -0.760899
139 1.27116 1.22185 -0.631423 -1.07969
140 1.25225 1.19881 -0.641878 -0.813922
141 1.23313 1.29645 -0.652053 -0.452086
142 1.21339 1.16061 -0.662349 -0.694508
143 1.19336 1.16839 -0.672434 -0.826864
144 1.17329 1.21225 -0.682072 -0.802595
145 1.15289 1.15118 -0.691544 -1.20462
146 1.13203 1.11718 -0.700995 -1.24246
147 1.11107 1.04161 -0.710065 -1.40911
148 1.0898 1.01804 -0.718967 -1.45163
149 1.06822 0.899834 -0.727709 -1.3205
150 1.04641 0.999977 -0.736208 -0.965305
151 1.02436 1.04867 -0.744486 -0.90868
152 1.00207 0.95202 -0.752536 -1.0046
153 0.979526 0.915197 -0.760398 -0.987686
154 0.956786 0.955109 -0.768002 -0.998282
155 0.933814 0.966543 -0.775393 -0.89164
156 0.910608 0.886999 -0.782578 -0.928222
157 0.88705 0.981066 -0.78968 -0.693215
158 0.863354 0.902198 -0.796485 -0.677494
159 0.839531 0.917539 -0.802989 -0.412712
160 0.815536 0.805983 -0.809246 -0.638153
161 0.791031 0.821033 -0.815599 -0.842027
162 0.766506 0.847001 -0.821552 -0.710492
163 0.741831 0.74307 -0.827246 -0.877293
164 0.717082 0.805938 -0.832613 -0.88404
165 0.692113 0.675057 -0.837809 -0.95041
166 0.666992 0.62976 -0.842768 -1.08915
167 0.641637 0.636775 -0.847579 -0.88372
168 0.616155 0.62203 -0.852137 -1.31194
169 0.590755 0.528454 -0.85624 -1.32709
170 0.565179 0.49418 -0.860161 -1.18581
171 0.539549 0.540424 -0.863783 -1.0835
172 0.513641 0.510817 -0.867338 -0.715852
173 0.487787 0.429094 -0.870493 -0.597922
174 0.461636 0.4969 -0.873613 -0.587238
175 0.435468 0.388469 -0.876417 -0.796208
